name_trans|viewData.symbol|exchange_trans|sector_trans|industry_trans|last|pair_change_percent|eq_market_cap|turnover_volume|eq_pe_ratio|MACD|eq_revenue|avg_volume|eq_eps|eq_beta|eq_dividend|eq_yield|tech_sum_900|tech_sum_3600|tech_sum_86400|tech_sum_week|tech_sum_month|daily|week|month|ytd|year|3year|eq_one_year_return|yield_us|peexclxor_us|ttmpr2rev_us|aprfcfps_us|ttmprfcfps_us|price2bk_us|pr2tanbk_us|epschngyr_us|ttmepschg_us|epstrendgr_us|revchngyr_us|ttmrevchg_us|revtrendgr_us|csptrendgr_us|ttmastturn_us|ttminvturn_us|ttmrevpere_us|ttmniperem_us|ttmrecturn_us|a52_week_high|a52_week_low|a52_week_high_diff|a52_week_low_diff|month_change|ttmgrosmgn_us|grosmgn5yr_us|ttmopmgn_us|opmgn5yr_us|ttmptmgn_us|ptmgn5yr_us|ttmnpmgn_us|margin5yr_us|qquickrati_us|qcurratio_us|qltd2eq_us|qtotd2eq_us|yld5yavg_us|divgrpct_us|ttmpayrat_us|ADX|ATR|BullBear|CCI|HL|ROC|RSI|STOCH|STOCHRSI|UO|WilliamsR
HomeChoice Investments|HILJ|Johannesburg|Financial|Investment Holding Companies|2345|0%|2.44B|0.00|13.24|-49.12|658.50M|2.88K|1.94|0.10|84.00|-|Buy|Neutral|Buy|Neutral|Strong Sell|0.00|0.04|8.31|-6.16|-16.01|-33.93|-16.01|3.52%|12.08|0.93|-22.82|-11.40|0.72|0.62|26.93|12.80|-17.08|-4.12|-5.86|0.09|-7.30|0.52|2.63|1.92|288.15|1.30|2989|1685|-21.55|39.17|-1.67%|77.14|73.71|9.77|17.86|8.09|16.07|7.71|12.96|3.68|10.45|41.01|43.73|3.75|0.00|35.15|31.15|176.57|90.32|59.38|66.79|-1.84|49.84|79.11|99.34|66.09|-6.39
Mtn Zakhele Futhi|MTNZFJ|Johannesburg|Financial|Investment Banking & Investment Services|1961|-1.7%|2.42B|18.71K|12.01|-0.23|230.50M|12.97K|1.75|0.41|-|-|Neutral|Neutral|Neutral|Strong Sell|Strong Sell|-1.70|1.61|2.14|1.08|-44.00|226.83|-43.16|-|11.09|10.39|-55.65|0.00|0.50|0.49|680.58|711.84|0.00|0.00|-|0.00|0.00|0.04|0.00|-|-|-|3700|1794|-47.00|9.31|-2.25%|100.00|100.00|93.91|93.46|117.18|52.23|193.99|61.01|2.22|2.50|17.79|17.97|-|0.00|-|91.61|48.07|12.95|116.99|0.00|3.21|50.94|57.64|50.49|52.34|-41.67
Zeda Ltd|ZZDJ|Johannesburg|||1250|-1.88%|2.37B|1.06M|4.44|-11.98|-|629.69K|-|-|-|-|Neutral|Neutral|Strong Buy|Neutral|Buy|-1.88|2.80|4.17|-8.22|-|-|-|-|4.08|0.28|1.25|1.26|1.40|1.42|29.96|55.85|0.00|27.50|6.63|0.00|0.00|0.76|11.93|-|-|5.68|1800|1150|-30.56|8.70|-9.32%|43.29|37.71|16.59|12.61|10.78|7.53|6.86|4.94|0.32|1.09|116.96|255.04|0.00|0.00|206.54|43.63|46.36|43.00|117.89|1.21|2.46|49.03|66.35|80.50|42.82|-25.47
Oando Plc|OAOJ|Johannesburg|Energy|Oil & Gas|19|0%|2.19B|0.00|-0.43|-1.39|-|46.79K|-|0.17|-|-|Neutral|Neutral|Sell|Strong Sell|Strong Sell|0.00|0.00|-5.00|-36.67|-62.00|0.00|-62.00|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|50|11|-62.00|72.73|46.15%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|24.01|3.14|-1.86|-9.79|0.00|-20.83|45.93|67.77|54.07|76.67|-58.82
Combined Moto|CMHJ|Johannesburg|Consumer Cyclicals|Specialty Retailers|2900|3.57%|2.17B|445.00|4.64|16.19|5.67B|26.62K|6.03|0.69|393.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|3.57|2.29|0.52|9.02|8.37|64.77|13.28|13.55%|4.60|0.18|5.92|5.06|1.77|1.87|51.15|35.75|13.74|11.76|12.16|1.78|-2.35|2.98|6.55|5.00|191.01|31.26|3324|2500|-12.76|16.00|3.65%|19.80|17.22|6.11|4.32|5.23|3.15|3.82|2.30|0.40|1.06|17.01|134.52|12.24|135.00|55.52|32.83|97.79|145.59|163.15|32.00|2.84|57.21|53.75|100.00|34.57|-24.32
Capital Regional|CRPJ|Johannesburg|Real Estate|Residential & Commercial REITs|1300|0%|2.13B|0.00|8.15|16.55|44.50M|7.56K|0.07|1.77|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Neutral|0.00|29.87|9.24|5.26|11.30|-61.84|11.30|-|19.15|2.55|16.55|19.80|0.48|0.49|-45.37|5.80K|-25.40|3.64|4.13|32.31|8.45|0.09|-|381.51|71.43|4.93|1326|900|-1.96|44.44|-19.87%|62.44|62.25|35.79|83.82|18.72|59.13|18.72|60.01|2.00|1.31|101.47|101.47|12.88|-|157.65|22.56|90.57|248.26|157.23|88.57|9.24|56.56|51.00|100.00|51.30|-7.10
Master Drilling Group Ltd|MDIJ|Johannesburg|Basic Materials|Metals & Mining|1350|0%|2.04B|3.54K|4.57|-12.46|3.11B|13.38K|0.16|0.64|32.50|-|Sell|Strong Sell|Strong Sell|Neutral|Buy|0.00|-3.50|-6.77|-6.77|-4.93|50.33|-3.98|2.32%|4.73|0.59|3.74|8.96|0.65|0.66|47.32|217.03|-1.52|34.00|42.53|7.79|1.39|0.72|4.88|88.27|10.92|4.21|1565|1200|-13.74|12.50|-2.59%|28.60|29.70|17.16|15.61|17.98|13.94|12.40|10.46|0.85|1.48|1.06|19.34|0.98|0.00|12.54|71.92|49.07|-50.67|-114.40|-19.50|-7.53|45.78|20.43|16.72|36.07|-87.18
Spur|SURJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|2409|-0.04%|1.99B|254.69K|10.25|57.84|3.48B|44.35K|2.35|0.39|160.00|-|Neutral|Strong Sell|Buy|Strong Buy|Strong Buy|-0.04|0.38|4.78|9.50|4.74|14.71|3.84|6.67%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2599|1801|-7.31|33.76|12.72%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|31.15|84.71|77.88|50.33|0.00|4.20|60.46|47.12|44.18|38.55|-49.61
Wesizwe|WEZJ|Johannesburg|Basic Materials|Metals & Mining|118|0%|1.92B|40.18K|-5.73|1.58|-|211.99K|-0.21|0.23|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Buy|0.00|3.51|7.27|12.38|-29.76|118.52|-28.92|-|-5.72|0.00|-5.26|-0.74|0.61|0.62|-127.21|-125.74|0.00|0.00|0.00|0.00|17.01|0.00|-0.89|-|19.17|-|170|90|-30.59|31.11|-4.2%|-|392.09K|0.00|-51.42K|0.00|308.30K|0.00|249.37K|0.07|0.26|290.38|462.84|-|0.00|0.00|32.57|4.93|-2.92|44.96|0.86|5.36|55.16|72.22|68.07|64.70|-16.67
Capital Appreciation|CTAJ|Johannesburg|Technology|Financial Technology (Fintech) & Infrastructure|154|-3.75%|1.90B|109.55K|17.11|1.70|929.77M|366.81K|0.09|0.52|8.00|-|Strong Sell|Strong Sell|Buy|Neutral|Neutral|-3.75|-10.47|4.05|2.67|-13.97|136.92|-13.97|5.52%|16.21|1.92|16.14|7.19|1.20|2.70|-57.99|-31.95|33.63|22.48|26.46|0.00|118.17|0.60|34.53|2.18|259.09|7.18|190|116|-18.95|32.76|-3.87%|51.10|49.19|22.79|24.37|19.24|29.44|11.85|21.32|7.93|8.22|0.54|0.38|4.81|28.57|83.25|32.51|11.36|0.81|25.89|0.00|4.76|50.92|39.63|43.70|51.04|-68.89
Tradehold|TDHJ|Johannesburg|Real Estate|Real Estate Operations|712|0.28%|1.83B|0.00|-3.20|-19.47|605.17M|24.07K|-0.10|0.13|494.00|-|Strong Sell|Strong Sell|Sell|Strong Sell|Strong Sell|0.28|-3.52|-5.07|-11.00|-28.87|-26.90|-28.44|67.12%|3.90|1.02|4.48|4.55|0.41|0.41|-949.43|0.08|-19.78|1.24|22.23|13.51|0.00|0.10|0.00|-|-|8.72|1435|653|-50.38|9.04|-16.47%|99.97|97.51|70.47|69.23|50.68|11.50|-32.32|1.40|0.09|1.26|148.84|186.29|4.60|0.00|-29.07|29.21|22.93|-12.07|6.06|0.00|-4.17|42.56|76.47|70.60|46.28|-30.59
Aveng Ltd|AEGJ|Johannesburg|Industrials|Construction & Engineering|1450|-2.68%|1.78B|78.94K|14.25|10.19|19.10B|112.60K|1.01|0.35|-|-|Neutral|Neutral|Neutral|Sell|Strong Sell|-2.68|-6.45|9.43|-6.75|-23.48|315.35|-20.77|-|11.03|0.06|1.84|-14.32|0.46|0.51|-12.02|-81.53|0.00|13.30|15.42|21.77|-2.11|2.10|36.86|5.24|23.99|5.42|1995|1189|-27.32|21.95|7.23%|7.74|7.18|2.11|-0.13|0.72|-1.72|0.46|-6.64|0.86|1.14|24.88|24.62|-|0.00|0.00|29.76|82.71|-107.84|-80.83|-4.50|14.17|47.28|56.22|0.00|64.71|-45.59
YeboYethu|YYLBEEJ|Johannesburg|Financial|Investment Banking & Investment Services|3350|0%|1.77B|1.34K|-1.24|-68.39|492.14M|2.00K|-27.06|0.02|177.00|-|Neutral|Neutral|Strong Sell|Strong Sell|Strong Sell|0.00|-5.63|-4.29|-9.46|-27.17|91.98|-27.17|4.99%|-1.33|1.96|2.56|0.00|0.49|0.49|-275.17|-161.73|27.31|4.88|3.03|117.66|0.00|0.06|0.00|-|-|150.52|5000|3200|-33.00|4.69|5.59%|100.00|101.60|98.42|75.67|-209.92|1.61K|-147.21|765.67|2.55|2.61|229.51|229.51|7.24|9.23|-8.14|29.14|57.86|-165.67|-85.49|-106.43|-4.96|34.43|20.28|24.86|44.15|-83.33
Purple Capital Ltd|PPEJ|Johannesburg|Financial|Investment Banking & Investment Services|130|-1.52%|1.65B|356.65K|36.22|-6.94|204.89M|436.86K|0.04|0.22|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-1.52|-5.80|-3.70|-24.86|-46.94|271.43|-49.42|-|39.30|6.36|74.12|78.81|3.61|66.63|-42.41|-16.77|0.00|35.65|38.04|31.21|-38.52|0.34|0.00|-|-|5.53|350|125|-62.86|4.00|-21.82%|19.94|-4.37|10.23|-14.68|31.22|-6.45|16.17|-4.04|1.01|1.13|2.42|4.08|-|0.00|0.00|28.32|7.29|-8.03|-97.33|-2.36|-10.35|39.62|38.70|64.70|48.91|-81.82
Spear REIT|SEAJ|Johannesburg|Real Estate|Residential & Commercial REITs|725|-0.68%|1.64B|59.65K|8.67|-1.96|868.90M|116.24K|0.84|0.38|72.33|-|Strong Sell|Sell|Strong Sell|Strong Sell|Strong Sell|-0.68|-1.36|-0.68|-4.35|-14.71|2.11|-13.69|9.91%|8.49|2.82|12.26|0.00|0.62|0.62|23.70|43.13|-36.96|2.48|3.27|25.93|0.00|0.13|0.00|20.07|6.68|29.84|850|690|-14.71|5.07|2.08%|64.86|68.69|54.10|60.48|34.25|47.59|33.27|47.08|0.06|0.16|37.80|67.67|10.44|-31.90|77.02|35.08|19.36|-1.68|14.35|0.00|1.68|45.04|50.53|49.07|52.70|-52.05
Sab Zenzele Kabili Holdings|SZKJ|Johannesburg|Consumer Non-Cyclicals|Beverages|4000|-3.59%|1.62B|52.47K|-1.43|13.59|-|1.59K|-27.97|0.50|14.00|-|Sell|Strong Sell|Neutral|Strong Sell|Sell|-3.59|-3.57|-2.94|-4.94|-28.48|-|-27.27|0.34%|-1.48|0.00|0.00|0.00|0.99|0.82|-178.25|-423.72|0.00|0.00|0.00|0.00|0.00|-|0.00|-|-|-|5600|3421|-28.57|16.92|5.01%|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.16|0.17|153.94|153.94|-|0.00|-|44.92|281.64|60.29|27.25|0.00|0.00|49.19|88.88|76.85|63.62|-20.58
Brimstone Investment|BRTJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|630|0%|1.58B|0.00|8.32|5.85|6.21B|14.13K|0.77|-0.01|33.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Sell|0.00|5.00|-2.33|19.77|-10.00|-10.26|-10.00|5.24%|4.37|0.27|2.44|4.76|0.52|1.80|0.00|-73.79|31.98|0.00|22.91|17.42|-4.78|0.56|5.14|1.05|90.80|6.91|800|526|-21.25|19.77|1.5%|8.20|16.08|8.20|13.28|7.19|7.21|3.06|4.98|0.89|1.72|126.90|146.14|0.76|0.00|40.22|66.55|15.43|31.81|99.79|9.57|5.00|53.91|42.39|68.68|49.52|-32.61
Brimstone|BRNJn|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|639|6.68%|1.58B|81.00|8.32|9.61|6.21B|43.34K|0.77|-0.01|33.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Neutral|6.68|1.43|2.24|13.50|-8.71|1.11|-15.92|5.51%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|860|483|-25.70|32.30|0.8%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|67.09|27.71|38.20|145.48|15.36|6.32|57.51|64.03|70.56|75.57|-6.90
E Media Holdings Ltd|EMHJ|Johannesburg|Consumer Cyclicals|Media & Publishing|361|1.69%|1.54B|1.90K|6.19|-10.18|2.37B|17.16K|0.58|0.09|46.00|-|Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|1.69|0.28|-14.86|2.85|-13.84|14.24|-13.84|12.78%|5.78|0.47|3.34|8.41|0.57|7.91|-20.58|29.74|22.15|2.08|12.38|6.84|1.59|0.57|21.26|-|-|5.21|550|331|-34.36|9.06|-15.09%|46.22|46.65|15.31|9.75|15.09|-21.52|7.97|-24.61|1.09|2.80|20.76|24.27|4.82|71.43|94.64|27.03|12.43|-16.67|-66.16|-16.43|-3.73|43.51|4.35|12.81|51.01|-91.30
Mantengu Mining|MTUJ|Johannesburg|Energy|Coal|1|0%|1.53B|2.10K|-|0.01|-|95.57K|-0.01|-|-|-|Neutral|Neutral|Neutral|Neutral|Strong Sell|0.00|0.00|0.00|0.00|-|-|-|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|0.00|-|-|-|2.74|0.91|-63.50|9.89|0%|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|0.00|0.00|-|0.00|-|0.00|0.00|0.00|0.00|0.00|0.00|30.83|100.00|0.00|0.00|0.00
DRA Global|DRAJ|Johannesburg|Industrials|Construction & Engineering|2110|-1.91%|1.50B|1.00|-4.78|31.21|785.65M|4.91K|-0.44|0.08|-|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Strong Sell|-1.91|-5.59|-15.53|-5.80|-28.47|-|-28.47|-|-5.13|0.13|1.68|-2.68|0.46|0.70|-110.81|-150.47|-|-32.32|-24.58|6.91|-2.60|1.51|232.03|223.68|-5.36|5.71|3099|1501|-31.91|40.57|18.53%|16.70|16.58|0.72|2.38|-0.13|3.16|-2.44|1.61|1.38|1.73|21.31|32.51|-|-|-|50.50|117.36|-279.58|-126.01|-129.71|-15.60|45.64|47.43|0.00|47.22|-97.49
Balwin Properties|BWNJ|Johannesburg|Real Estate|Real Estate Operations|320|0%|1.49B|6.02K|3.59|2.46|3.39B|86.46K|0.89|0.49|23.40|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|-0.31|0.00|11.50|6.31|17.22|2.89|7.34%|3.50|0.43|-5.75|-4.70|0.41|0.41|47.83|12.54|-11.29|20.46|10.07|2.95|54.51|0.52|0.49|-|-|8.25|350|236|-8.57|35.59|2.27%|27.33|28.52|16.98|20.67|17.63|20.92|12.32|14.98|0.56|3.72|32.35|74.53|9.32|20.41|25.96|45.95|13.71|-9.91|26.68|0.00|1.59|53.10|78.13|83.97|70.64|-13.04
Safari Investments RSA Ltd|SARJ|Johannesburg|Real Estate|Residential & Commercial REITs|570|0%|1.47B|0.00|5.23|0.71|329.01M|3.26K|1.09|-0.02|65.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|-1.55|7.14|-1.72|10.47|46.15|10.47|12.22%|5.34|3.44|8.41|6.94|0.66|0.66|38.85|-13.06|3.35|9.95|11.51|15.21|0.00|0.12|3.23|-|-|22.62|600|485|-5.00|17.53|-1.03%|53.93|58.92|53.93|60.39|66.51|51.66|64.45|53.44|0.06|0.52|37.78|58.00|12.88|28.21|52.28|80.95|19.50|12.06|46.96|9.79|-1.72|51.50|64.38|75.82|57.77|-32.43
Ayo Tech|AYOJ|Johannesburg|Technology|Software & IT Services|419|7.71%|1.44B|53.04K|-5.33|8.23|1.76B|16.68K|-0.79|0.97|95.00|-|Strong Buy|Strong Buy|Strong Buy|Buy|Strong Buy|7.71|23.24|39.67|74.58|-5.63|76.05|-5.63|31.67%|-4.19|0.65|-6.37|-5.98|0.38|0.41|2.23|-4.38|0.00|14.66|3.28|29.68|29.70|0.44|7.83|1.69|-256.32|4.82|444|3|-5.63|13.87K|13.33%|22.09|26.09|-21.32|-7.60|-13.28|5.45|-15.40|1.44|2.99|4.48|2.61|3.71|20.90|-26.92|-79.29|67.46|9.86|105.39|189.33|81.93|42.52|67.94|61.71|100.00|89.73|0.00
Bell Equipment Ltd.|BELJ|Johannesburg|Industrials|Machinery, Tools, Heavy Vehicles, Trains & Ships|1491|-1.91%|1.43B|18.76K|4.48|-4.54|8.40B|24.40K|3.33|0.28|50.00|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Strong Buy|-1.91|-1.19|-1.58|-2.23|3.47|113.30|3.40|3.27%|4.60|0.17|1.89|-2.19|0.37|0.40|18.52|111.23|50.09|10.04|12.72|5.96|-5.21|1.14|1.66|2.51|57.57|7.66|1700|1001|-12.29|48.95|0%|19.33|19.26|5.29|4.08|4.98|3.25|3.78|2.24|0.36|1.87|5.82|45.35|2.50|0.00|15.07|44.95|40.93|-12.73|-47.31|0.00|-0.60|46.02|53.55|39.09|64.65|-64.44
Grand Parade|GPLJ|Johannesburg|Financial|Investment Banking & Investment Services|330|0%|1.42B|11.34K|-118.89|0.52|49.36M|26.78K|-0.03|0.08|12.00|-|Strong Buy|Strong Buy|Strong Buy|Buy|Strong Buy|0.00|1.54|0.00|-1.49|40.91|1.54|37.88|3.64%|-55.97|80.95|23.28|0.00|1.24|1.24|0.00|62.23|0.00|0.00|1.63K|-55.12|0.00|0.01|15.80|636.14|20.79|14.00|361|180|-8.59|83.33|-3.03%|100.00|53.18|-714.97|-331.41|-141.35|64.69|-66.05|-198.01|2.52|3.22|8.77|11.91|2.36|0.00|0.00|36.04|7.57|-3.26|72.79|2.79|8.20|52.92|88.04|95.28|71.28|0.00
Frontier Transport Holdings|FTHJ|Johannesburg|Industrials|Passenger Transportation Services|478|0.63%|1.39B|21.79K|5.45|-3.82|1.71B|13.29K|0.88|0.26|54.00|-|Strong Sell|Strong Sell|Neutral|Strong Sell|Neutral|0.63|-2.45|0.00|-7.36|0.84|26.12|9.63|11.02%|5.60|0.63|3.80|3.89|1.00|1.01|-6.23|2.32|2.73|15.81|17.45|4.41|-25.10|0.98|58.66|796.00|89.26|21.45|580|408|-17.59|17.16|3.16%|18.82|38.27|14.53|17.98|14.99|17.76|11.29|12.71|1.55|1.64|5.86|12.60|13.36|-6.12|59.29|43.45|16.43|-1.76|31.22|0.36|0.00|49.90|85.83|82.00|57.40|-16.67
EPE Capital Partners|EPEJ|Johannesburg|Financial|Investment Banking & Investment Services|533|-2.2%|1.37B|18.99K|2.91|-3.57|41.21M|73.97K|1.83|0.21|-|-|Strong Sell|Strong Sell|Strong Sell|Sell|Neutral|-2.20|-1.48|0.00|-5.66|7.68|6.60|11.74|-|2.92|2.68|-60.50|0.00|0.63|0.63|2.01K|10.04K|24.41|391.69|1.47K|31.00|0.00|0.22|0.00|7.52|6.92|0.13|620|490|-14.03|8.78|2.18%|100.00|100.00|98.26|91.58|92.58|88.45|91.98|78.35|0.15|0.85|21.06|21.06|-|0.00|0.00|28.36|17.57|-22.16|-133.28|-9.50|-3.09|41.64|47.91|0.00|30.63|-49.23
Metrofile|MFLJ|Johannesburg|Technology|Software & IT Services|312|-0.95%|1.35B|17.99K|10.50|-4.19|1.01B|50.04K|0.31|0.14|18.00|-|Buy|Neutral|Sell|Strong Sell|Sell|-0.95|-4.59|-2.50|-10.86|-8.24|5.76|-8.24|5.71%|0.00|0.00|6.20|0.00|0.00|0.00|0.58|-3.43|-0.64|18.93|12.24|4.96|-5.56|0.71|-|714.75|108.71|4.39|365|272|-14.52|14.71|-4.26%|59.22|57.63|0.00|25.07|0.00|13.40|0.00|7.66|0.00|1.37|0.00|0.00|4.47|21.43|59.23|27.79|15.29|0.40|8.47|0.00|-2.50|44.95|79.70|56.30|72.16|-29.82
Steinhoff|SNHJ|Johannesburg|Consumer Cyclicals|Diversified Retail|32|-5.88%|1.35B|9.24M|-0.08|-3.01|92.04B|10.54M|-0.21|1.23|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-5.88|-11.11|-8.57|-37.25|-90.50|-70.09|-90.42|-|-0.10|0.01|-0.11|-0.07|-0.01|-0.01|23.57|6.88|0.00|12.43|12.40|-3.73|-12.51|0.73|3.49|109.05|-8.70|22.00|397|29|-91.94|10.34|-20%|39.94|39.87|-16.25|4.55|-4.49|-12.98|-8.87|-18.75|0.12|0.35|0.00|-227.05|-|0.00|-4.25|50.32|5.43|-2.64|-46.15|-1.57|0.00|38.26|13.73|48.98|24.53|-88.89
Novus Holdings Ltd|NVSJ|Johannesburg|Industrials|Professional & Commercial Services|400|2.56%|1.28B|1.23K|16.74|4.80|2.22B|125.11K|0.24|-0.26|90.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|2.56|0.25|3.90|9.59|104.08|110.53|95.12|24%|15.94|0.41|4.91|8.10|0.57|0.60|-69.42|415.58|-17.66|-2.96|4.62|-6.91|-36.52|0.99|3.56|1.63|-13.48|3.66|419|189|-4.53|111.64|3.64%|20.81|21.50|5.26|5.14|3.71|-0.68|2.57|-0.75|1.18|2.33|4.19|1.41|14.71|0.00|95.35|36.80|15.50|0.43|110.37|6.79|3.90|57.05|75.59|93.63|77.31|0.00
enX Group|ENXJ|Johannesburg|Industrials|Machinery, Tools, Heavy Vehicles, Trains & Ships|700|-5.02%|1.27B|32.81K|5.37|17.97|5.56B|8.65K|1.26|0.47|350.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|-5.02|1.60|14.75|16.67|38.92|-29.65|38.92|57.38%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|740|440|-5.41|59.09|0%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|41.56|26.07|71.28|122.09|53.36|14.75|60.60|37.89|57.62|64.69|-31.62
Oasis Crescent|OASJ|Johannesburg|Real Estate|Residential & Commercial REITs|1900|0%|1.25B|0.00|67.86|-16.36|75.21M|120.82K|0.28|0.00|91.37|-|Buy|Sell|Strong Sell|Strong Sell|-|0.00|0.00|0.00|2.70|-2.56|-10.59|-3.85|4.81%|67.17|12.48|13.51|14.57|0.83|0.83|-175.95|-88.90|15.71|-3.87|-6.60|1.06|-62.22|0.06|0.00|-|-|6.18|1960|1850|-3.06|2.70|-|63.28|59.33|62.08|57.48|18.58|106.29|18.58|106.29|2.61|2.87|0.10|0.10|5.42|-6.60|118.51|66.70|23.50|-29.39|-81.72|-31.07|-2.56|45.17|46.57|67.08|42.20|-54.55
Emedia Holdings|EMNJn|Johannesburg|Consumer Cyclicals|Media & Publishing|345|0%|1.25B|0.00|6.65|-5.54|2.37B|10.81K|0.58|0.09|46.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|-13.75|-12.44|-9.21|-20.51|-9.92|11.5%|5.78|0.47|3.34|8.41|0.57|7.91|-20.58|29.74|22.15|2.08|12.38|6.84|1.59|0.57|21.26|-|-|5.21|549|321|-37.16|7.48|-13.75%|46.22|46.65|15.31|9.75|15.09|-21.52|7.97|-24.61|1.09|2.80|20.76|24.27|4.82|71.43|94.64|53.21|11.50|-37.70|-60.50|-17.57|-12.44|44.19|33.33|10.52|45.34|-100.00
Choppies Enterprises|CHPJ|Johannesburg|Consumer Non-Cyclicals|Food & Drug Retailing|74|-3.9%|1.20B|3.42K|8.27|-3.63|1.41B|60.02K|0.08|-0.29|-|-|Strong Buy|Strong Buy|Neutral|Strong Sell|Strong Sell|-3.90|13.85|-6.33|-18.68|7.25|15.62|8.82|-|-|0.09|25.46|3.11|1.29|0.85|21.37|51.70|-11.13|22.23|15.76|21.80|17.71|2.72|6.86|649.87|5.69|34.34|113|50|-34.51|48.00|-18.6%|21.01|20.86|1.75|3.19|1.17|2.87|0.88|2.27|0.36|1.12|38.95|51.76|-|-|37.64|30.45|8.29|-1.58|21.06|0.00|-5.13|49.17|48.08|85.48|56.48|-28.57
Accelerate Property Fund Ltd|APFJ|Johannesburg|Real Estate|Residential & Commercial REITs|88|3.53%|1.14B|43.50K|3.20|-2.16|423.18M|376.77K|0.28|1.56|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Sell|Strong Sell|3.53|18.92|1.15|-11.81|-15.17|-2.22|-15.17|-|3.75|1.06|0.00|1.83|0.15|0.15|551.77|138.79|-42.32|-15.81|9.98|-2.94|-30.33|0.07|0.00|-|-|0.91|132|64|-33.33|37.50|-26.26%|63.39|68.20|64.95|61.80|28.02|-2.26|31.15|-1.50|0.36|0.44|40.49|75.13|23.76|0.00|153.41|61.05|8.71|14.77|224.52|7.57|7.32|58.07|60.39|100.00|63.90|-4.00
Hulamin|HLMJ|Johannesburg|Basic Materials|Metals & Mining|337|-0.3%|1.06B|576.15K|3.71|11.84|15.93B|248.14K|0.97|1.10|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Neutral|-0.30|27.17|34.80|8.01|-21.63|134.03|-19.38|-|3.53|0.07|17.59|-6.53|0.33|0.33|-68.42|-49.31|0.44|6.02|22.40|9.11|-2.81|2.61|4.34|6.02|51.54|14.17|545|205|-38.17|64.39|5.77%|11.85|9.67|3.38|2.28|2.76|-3.69|1.88|-2.98|0.53|1.74|1.60|30.28|1.91|0.00|0.00|29.42|22.36|69.79|188.46|41.71|29.61|70.21|62.70|97.91|71.02|-7.45
Santova Ltd|SNVJ|Johannesburg|Industrials|Freight & Logistics Services|790|-1.74%|1.06B|20.30K|5.18|-4.39|329.60M|68.17K|1.53|0.82|-|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Strong Buy|-1.74|-2.47|-3.07|-1.13|39.82|416.34|37.39|-|5.03|1.56|5.95|8.01|1.22|1.97|62.09|110.58|25.19|14.87|29.00|13.37|9.32|0.47|0.00|2.76|855.80|0.65|924|452|-14.50|74.78|-3.5%|100.00|100.00|45.82|30.97|41.21|25.42|31.03|19.32|1.66|1.67|1.64|34.48|1.45|0.00|0.00|40.61|23.86|-27.89|-120.53|-6.21|-4.24|42.60|40.95|0.00|65.24|-84.15
